2,7,7,7,7,7,7,7,7,7,7,7,7,7,12,7,7,7,7,7,7,7,7,7,7,7,7,7,4
6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,2,7,4,0,0,2,7,7,4,0,0,6,0,0,2,7,7,4,0,0,2,7,4,0,0,6
6,0,0,3,7,5,0,0,3,7,7,5,0,0,8,0,0,3,7,7,5,0,0,3,7,5,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,11,7,10,0,0,9,0,0,11,7,7,12,7,7,10,0,0,9,0,0,11,7,10,0,0,6
6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
3,7,7,7,7,4,0,0,13,7,7,10,0,0,8,0,0,11,7,7,14,0,0,2,7,7,7,7,5
0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
7,7,7,7,7,5,0,0,8,0,0,2,7,16,17,18,7,4,0,0,8,0,0,3,7,7,7,7,7
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
7,7,7,7,7,4,0,0,9,0,0,3,7,7,7,7,7,5,0,0,9,0,0,2,7,7,7,7,7
0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
2,7,7,7,7,5,0,0,8,0,0,11,7,7,12,7,7,10,0,0,8,0,0,3,7,7,7,7,4
6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,11,7,4,0,0,11,7,7,10,0,0,8,0,0,11,7,7,10,0,0,2,7,10,0,0,6
6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
13,7,10,0,0,8,0,0,9,0,0,11,7,7,12,7,7,10,0,0,9,0,0,8,0,0,11,7,14
6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
6,0,0,11,7,7,7,7,15,7,7,10,0,0,8,0,0,11,7,7,15,7,7,7,7,10,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5
